Channel ID,Video ID,Title,Published At,Views,Likes,Comments,Description,Transcript_Available,Classification
UCuyl9HIbX_fYTuJbLEz1KQw,WR9dkn646e0,"Research @ AECS - Basic Science Weds Clinical Research, Dr. P. Namperumalsamy",2023-02-25T05:32:46Z,123,3,0,,Yes,research update
UCuyl9HIbX_fYTuJbLEz1KQw,dz9TGMkMYtc,"Global Needs and Global Impact - The Aravind Journey, Dr. Suzanne Gilbert",2023-02-25T05:25:29Z,144,3,0,,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,NMFUf_yoZJs,Management of Posterior Polar Cataract,2023-02-12T00:16:38Z,1340,40,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,aCuz19_9fYY,IOL Exchange using Vannas Scissors,2023-02-04T12:22:31Z,741,17,3,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,zZuMoayzhYE,Removing ICL,2023-01-21T10:30:09Z,3962,28,3,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,XdIqgmgE5Dc,One Minute Tips - Merry-Go Round Technique : To Remove the Subincisional Residual Cortex,2023-01-07T18:05:44Z,1602,47,1,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,ThWpbUXWF-M,REFLECTIONS-2022 (Final Cut),2023-01-04T23:10:23Z,342,4,0,"""Celebrate endings - for they precede new beginnings.""
See the reflections of the year 2022 from Aravind Eye Hospital, Pondicherry.
Wishing you all a Happy and Prosperous New Year 2023.",No,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,ICeBtdb86bU,Phaco-Trab in Post-Angle Closure Attack,2022-12-24T19:25:32Z,685,20,1,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,G3n4-XPY4fY,One Minute Tip - Management of Argentinian Flag Sign,2022-12-17T12:26:54Z,4082,71,3,A simple method to manage Argentina Flag sign - a common complication in intumescent cataracts is explained in this video,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,fMTa2ykJk84,Choosing the right IOL for your eyes,2022-12-14T11:07:50Z,2284,50,1,,Yes,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,xMvN2sMA29A,One Minute Tips - Multiple Sphincterotomy (MST) for Management of Small Pupil,2022-12-10T10:11:19Z,2270,59,3,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,sTh2i2m480A,One Minute Tips - Superior Rectus Bridle Suture,2022-12-03T08:52:03Z,6513,167,3,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,mc3kl9QMGHk,CCS Files - Episode 29 - MSICS in Traumatic Cataract,2022-11-26T10:31:44Z,1775,40,0,Complex Cataract Surgeries Made Easy,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,u5bdQTwcZVc,CCS Files - Episode 28 - Phacoemulsification in Post-Trabeculectomized Eye,2022-11-20T06:33:01Z,754,25,1,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,b4B3mZBaVPA,One Minute Tips - Stretch pupilloplasty,2022-11-13T14:57:52Z,1144,22,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,Y-E2KG_rDNg,Interpretation of Analysis and Arriving at Results - Dr. Annamalai O,2022-11-07T12:34:07Z,373,8,1,,Yes,research update
UCuyl9HIbX_fYTuJbLEz1KQw,SVkaKhq8cBs,1  Review of Literature How to Use the Online Search Engines Effectively   Dr  Prabu B,2022-11-07T11:51:42Z,243,3,0,,Yes,research update
UCuyl9HIbX_fYTuJbLEz1KQw,6fanKL-R6T4,Trabeculotomy with Trabeculectomy,2022-11-05T13:16:16Z,2538,46,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,EgUkH9dxRbw,One Minute Tips - Iris Hooks in the Management of Floppy Iris,2022-10-29T14:48:09Z,2403,42,1,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,aZRNKjSUH_8,CCS Files - Episode 27 - Phacoemulsification in Mature Cataract with Leucomatous Corneal Opacity,2022-10-23T02:43:12Z,519,10,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,1Wd2XVM6xq4,CCS Files - Epidsode 26 - Phacoemulsification in PPC with Pre-Op PC Dehiscence,2022-10-16T03:59:51Z,941,28,0,Complex Cataract Surgeries Made Easy,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,A9KTpXIbHgk,CCS Files - Episode 25 - Phacoemulsification in High Myope,2022-10-02T10:56:10Z,1461,29,4,Complex Cataract Surgeries Made Easy,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,_EuAUHcHGjA,CCS FIles - Episode 24 - Phacoemulsification in Irido-chorioretinal Colobomatous Eye,2022-09-03T15:02:20Z,903,21,1,Complex Cataract Surgeries Made Easy,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,yOfLwrvcqZs,Suture GATT (Gonioscopy-Assisted Transluminal Trabeculotomy),2022-08-27T03:57:55Z,3629,84,6,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,3166kjsDgPQ,🟢LIVE National Eye Donation Fortnight Celebrations,2022-08-26T19:15:01Z,742,10,2,"Venue: Aravind Eye Hospital, Pondicherry.- On 26th Aug 2022 at 5.00 pm - 7.00 pm.
Guest Address and Honoring the major Motivators and donors by 
Lt. Governor of Puducherry. Hon'ble Dr.Tamilisai Soundararajan.",No,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,buniusnDtmI,Paediatric Cataract Surgery - in a 5-month old child,2022-08-21T00:43:56Z,4328,41,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,Tj4X7hWHy1Q,Dr Venkatesh - Demystifying Leadership - 2nd session,2022-08-13T07:51:42Z,951,22,2,,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,_wwVM1JF6TE,Our First Experience with DSLR Recordings,2022-08-11T16:53:51Z,1761,28,6,,No,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,CfcMy_LjtyM,ICL : Implantable Collamer Lens Surgery,2022-08-06T18:12:07Z,2085,33,3,#ICL #aravind,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,j-sMU0QjjaI,Penetrating Keratoplasty,2022-07-23T16:09:18Z,8550,109,1,#PKP #aravind #aurotube,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,02P4xWotF1E,Corneal Tear Repair Surgery,2022-07-09T19:39:48Z,4953,38,2,#corneal #tear #aurotube # aravind,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,MT1gv6CbDrk,Pterygium Excision Surgery,2022-06-25T19:02:42Z,2803,57,1,#pterygium #aravind,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,gBHO2QTnQy4,Kahook Dual Blade Goniotomy,2022-06-18T11:11:35Z,751,18,1,#aravind #kahook #glaucoma,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,ylTNiNJfOKs,MSICS in Intumescent Cataract with Adherent Leucoma,2022-06-04T12:15:05Z,1421,38,4,Complex M-SICS Series : Episode 4- M-SICS in Intumescent Cataract with Adherent Leucoma,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,jaj4LtJryYk,COMPLEX M-SICS SERIES : Episode 3 - M-SICS in Morgagnian Cataract,2022-05-28T23:33:20Z,8364,198,6,COMPLEX M-SICS SERIES : Episode 3 - M-SICS in Morgagnian Cataract #cataract #surgery #sics # msics #aravind #pondicherry #morgagnian,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,M6Mkw5sFFrI,COMPLEX M-SICS SERIES : Episode 2 - M-SICS in Absorbed Cataract,2022-05-21T17:29:48Z,4427,105,6,"COMPLEX M-SICS SERIES : Episode 2 - M-SICS in Absorbed Cataract
#cataract #surgery #sics #msics #aravind #pondicherry",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,ohik4oAbad8,COMPLEX M-SICS SERIES : Episode 1 - M-SICS in Brown Cataract,2022-05-07T18:44:12Z,10491,132,0,COMPLEX M-SICS SERIES : Episode 1 - M-SICS in Brown Cataract,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,jHBDsprL9Gg,CCS Files - Episode 23 - Phacoemulsification in Hypermature Cataract,2022-05-01T05:24:35Z,983,26,1,CCS Files - Episode 23 - Phacoemulsification in Hypermature Cataract,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,zwReXRXAhiA,CCS Files - Episode 22 - Phacoemulsification nil-Ultrasound,2022-04-17T00:50:11Z,1257,28,0,CCS Files - Episode 22 - Phacoemulsification nil-Ultrasound,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,szyc4_6y_tA,Bent Ab-interno Needle Goniectomy (B.A.N.G.),2022-04-09T07:39:42Z,2250,46,1,Bent Ab-interno Needle Goniectomy (B.A.N.G.),Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,4ILVcNKNeeE,CCS Files - Episode 21 - IOL Exchange Surgery,2022-03-26T05:43:00Z,1983,42,1,"Complex Cataract Surgeries Made Easy

Episode 21- IOL Exchange Surgery",Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,_vidvc8Iu8Q,CCS Files - Episode 20 - Single Haptic Iris Fixation of IOL,2022-02-26T03:30:08Z,1602,34,0,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,FmK5d4rnyM4,CCS Files- Episode 19- Conquering The Sink Hole,2022-02-05T04:55:40Z,2174,53,1,Placing IOL in the bag following PCR during Phacoemuslification,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,3txUoyixvSM,Beginning Trabectome Surgery,2022-01-07T07:50:42Z,821,13,0,Beginning Trabectome Surgery,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,ZEnQYsRVD_k,GATT 201 - Tricks and Trouble Shooting,2022-01-07T07:46:10Z,1402,25,1,GATT 201 - Tricks and Trouble Shooting,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,U9TSKy8xc2w,Reflections 2021,2021-12-31T05:59:30Z,1344,18,0,A short video showcasing our achievements in the year 2021,No,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,yiInG5_R_zg,CCS Files - Episdoe 18 - Phacoemulsification in Mature Cataract with Small pupil with Iris Hooks,2021-12-19T11:00:36Z,1218,25,2,,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,aRQP2TWjBz4,CCS Files - Episode 17 - Phacoemulsification in Posterior Polar Cataract,2021-12-12T11:00:01Z,2995,55,2,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,xuQn9-QgRxI,CCS Files Episode 16- MSICS IN HYPERMATURE CATARACT,2021-11-20T05:37:08Z,5469,131,4,Not suitable for kids,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,ID51eYE_z1w,CCS Files -  Episode 15 - Phacoemulsification and Membranectomy in Mature Cataract,2021-11-13T03:30:05Z,1183,17,4,"This is a case of chronic diabetic with mature cataract and PDR with Vitreous Hemorrhage and a Pupillary membrane. We demonstrate how to handle such a case. 
You can skip to the different surgical steps using these timestamps : 
00:00 - Introduction
01:15 - Membranectomy
02:30 - Capsulorhexis
03:50 - Phacoemulsification
05:23 - IOL Placement
07:04 - Take Home Message",Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,FF2KKCLwHmA,Panel discussion,2021-11-01T11:17:36Z,226,3,0,Panel discussion,Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,1Y6Jrmv8rLo,My Journey from Lab to Market - Mr. Anand Sivaraman,2021-11-01T11:10:49Z,247,6,0,"Mr. Anand Sivaraman
Remidio Innovative Solutions
Bangalore",No,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,Avr_DQLcu9k,Experiences of a Young Entrepreneur  - Mr. Sandal Kotawala,2021-11-01T11:06:24Z,176,2,0,"Mr. Sandal Kotawala
Alfaleus Technology Private Limited
Bangalore",Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,Ymj-ZMX_EVw,Role of Incremental Innovations - Dr. V. Rajesh,2021-11-01T11:00:49Z,131,3,1,"Dr. V. Rajesh
and ACEi Team",No,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,r7KesF-eyj8,Creating a Culture for Innovation - Dr. Venkatesh,2021-11-01T10:56:06Z,258,11,0,"Dr. R. Venkatesh
Aravind Eye Hospital
Puducherry",Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,UCkbPCK0bvA,Experiences of a Serial Innovator - Dr. Sean Ianchulev,2021-11-01T10:54:53Z,176,5,0,"Dr. Sean Ianchulev
New York Eye and Ear Infirmary
United States of America",Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,vwwy4ezupwA,Setting the Context - Social Innovations at Aravind Mr. Thulasiraj Ravilla,2021-11-01T10:48:14Z,195,3,0,"Mr. Thulasiraj Ravilla
Director - Operations, AECS
Executive Director, LAICO, Madurai",Yes,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,elvXwIRMjoQ,Introduction - Dr. R. Venkatesh,2021-11-01T10:44:09Z,270,4,0,O,No,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,oBAHTiEiB_s,CCS Files - Episode 14 - Phacoemulsification in Microcornea with Partial Iris Coloboma,2021-10-24T06:30:15Z,1600,23,1,"In this video we demonstrate phacoemulsification in a young patient with soft cataract, microcornea of about 7mm size and partial iris coloboma. You can skip to the different surgical steps using these timestamps : 

00:00 - Introduction
00:18 - Incisions
00:49 - Capsulorhexis, Hydrodissection and Hydrodelineations
01:53 - Phacoemulsification
02:40 - Cortex Wash
04:10 - IOL Placement
05:16 - Take Home Message",Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,NXiK8rgc2JM,CCS Files - Episode 13 - Temporal MSICS in Brown Cataract,2021-10-03T14:42:41Z,5588,124,2,"In this video we demonstrate how to successfully tackle a brown cataract. Since the patient was an elderly aged person, with 3.00D Against the rule Astigmatism, MSICS was performed.
You can skip to the different steps using these timestamps : 
00:00 - Introduction
00:23 - Peritomy
01:03 - Sclerocorneal Tunnel Construction
03:22 - Continuous Curvilinear Capsulorhexis
04:10 - Hydrodissection, Prolapse and Nucleus delivery
05:13 - Cortical Wash
06:12 - IOL Implantation
07:47 - Take Home Message",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,EaGz-SDSsLo,CCS Files - Episode 12 - Phakic IOL Explantation and Phacoemulsification with TORIC IOL implantation,2021-09-26T14:42:22Z,1776,31,4,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,HmoDAF8Mx9k,CCS Files - Episode 11 - miWay for Morgagnian cataracts,2021-09-20T11:30:08Z,2974,67,5,,No,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,Ndtv4R8u_u4,How to Get Away With Aphakia,2021-09-17T14:52:11Z,1506,47,3,,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,rZ97umB1Mvs,CCS Files - Episode 10 - MSICS in Mature Cataract with Corneal Scar,2021-09-12T14:41:13Z,1689,48,1,"Cataract surgery in scarred corneas is challenging due to poor visibility. Long term visual outcome in these patients is guarded. In this video, we demonstrate how to tackle one such case where the patient had a large central leucomatous corneal scar.",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,Wtz50jsj3F4,Suture GATT,2021-09-11T06:19:23Z,1118,12,1,Suture GATT,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,rSK4780cfaw,CCS Files - Episode 9 - Phacoemulsification in Soft Cataracts,2021-09-05T13:00:48Z,3082,46,4,"Soft cataracts present a unique challenge for a phaco surgeon as it is difficult to do divide and conquer, stop and chop or a direct chop in these cases as the nucleus is very soft and cheese wires. In this video we demonstrate how to tackle such cases during phacoemulsification by performing multiple hydro delineations.",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,N6LbRI4Af1w,CCS Files - Episode 8 - Phacoemulsification in Traumatic Cataract with Zonular Dialysis,2021-08-29T10:21:33Z,1870,35,2,"In this week's CCS Files we are going to demonstrate, how to approach a case of traumatic cataract with zonular dialysis and perform phacoemulsification successfully.",Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,lS1tgBCU57M,Preparation of Mitomycin C in Trabeculectomy,2021-08-28T04:10:46Z,7506,104,1,Preparation of Mitomycin C in Trabeculectomy,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,NUsjwxC1KJs,Injectable Mitomycin C in Trabeculectomy,2021-08-21T04:10:30Z,2360,28,0,Injectable Mitomycin C in Trabeculectomy,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,3KbhaTR8Jdc,CCS Files - Episode 7 - Single Haptic Iris Fixation of IOL,2021-08-15T10:45:11Z,2532,59,0,"In this video, we demonstrate how to perform single haptic Iris fixation of Intra ocular lens successfully in cases where there is only partial capsular support. In this technique, one haptic is placed in the sulcus while the second haptic is fixed to the Iris using a suture.",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,jCUHmzv9cPE,Artificial Anterior Chamber in DESK,2021-08-14T04:40:05Z,925,13,0,Artificial Anterior Chamber in DESK,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,bErAbbQmO5M,CCS Files Episode 6 - Phacoemulsification with Iris Hooks in Mature Cataract with Iris Coloboma,2021-08-09T11:30:05Z,2143,51,2,"This video demonstrates phacoemulsification in a patient with mature cataract and iris coloboma. Tips on how to safely and easily engage iris hooks and remove them are especially highlighted, accompanied by video demonstartion.",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,ETs20-MEtAk,Suturing Technique in Pterygium Surgery,2021-08-07T04:45:23Z,5550,76,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,gJm2pNfZMUE,CCS Files - Episode 5 - Argentinian Flag Sign,2021-08-01T12:34:55Z,4144,81,10,"Argentinian flag sign is a common problem encountered while tackling Intumescent cataracts. In this video, we demonstrate how to successfully tackle such a complication and achieve good outcomes.",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,BGkbCBnc2PI,Glue Technique in Pterygium Surgery,2021-07-31T07:03:23Z,2808,39,1,Glue Technique in Pterygium Surgery,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,P_x46sUcjes,CCS Files - Episode 4 - Absorbed cataract - Phacoemulsification with Piggyback IOL,2021-07-25T13:49:12Z,2193,51,4,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,nVSGIe1ODp4,CCS Files - Episode 3 - Phacoemulsification in Brunescent Cataract,2021-07-18T14:00:17Z,3541,70,5,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,DvM0zA1LqlY,Graft Harvestation,2021-07-17T03:55:30Z,878,18,0,Graft Harvestation,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,l_62Uxet2d8,CCS Files - Episode 2 - Posterior Polar Cataract,2021-07-12T07:45:19Z,4567,95,5,"Episode - 2
Posterior Polar Cataract",Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,QV1yanyXsC8,Hemostasis during Pterygium Surgery,2021-07-10T04:17:17Z,1255,29,0,Hemostasis during Pterygium Surgery,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,vMfseGx_XUM,CCS Files - Episode 1 - Phacoemulsification in Intumescent Cataract,2021-07-05T09:36:30Z,3576,75,2,"Complex cataract surgeries made simple. 
Episode - 1 Phacoemulsification in Intumescent Cataract",No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,JiKj8nXTQIE,Careful Excision of the Pterygium Tissue,2021-07-03T09:09:27Z,1653,41,0,Careful Excision of the Pterygium Tissue,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,AtMAU6VH6xY,Pediatric Post op Counselling,2021-06-30T09:43:44Z,1902,36,0,Pediatric Post op Counselling,No,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,XtfJhYqjqJo,Surgical PI in Trabeculectomy,2021-06-26T06:47:46Z,1465,35,0,Surgical PI in Trabeculectomy,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,7LR0j-8nOv0,Careful Scraping of the Pterygium Head,2021-06-26T04:15:57Z,1885,44,0,Careful Scraping of the Pterygium Head,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,yrXvKn_0PG0,Buried Knot for Conjunctival Flap Closure,2021-06-19T02:29:25Z,2272,34,1,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,QoeMeYdRJhU,Surgical Techniques of Sclerostomy,2021-06-05T08:02:46Z,1117,17,0,,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,uoZgGq8QBzE,Orientation of Sclerostomy Ostium,2021-05-29T09:44:51Z,856,17,0,Orientation of Sclerostomy Ostium,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,BU-S0u2_TLs,COVID-19 Discharge Awareness Video,2021-05-29T08:00:50Z,554,8,0,"கோவிட் 19 நோய்🦠 தொற்றிலிருந்து மீண்டு வீட்டிற்கு வந்த பிறகு இரண்டு முதல் மூன்று வாரங்களுக்கு 🗓️பின்பற்ற வேண்டிய வழிமுறைகள்📝 ,எச்சரிக்கை அறிகுறிகள்,⁉️ மேலும் கோவிட் நோயாளிகளிடையே  இரண்டாம் தொற்றாக பரவும் ம்யுக்கார்மைக்கோசிஸ்🍄 தொற்றின் அறிகுறிகளை பற்றி அறிய இந்த  விழிப்புணர்வு காணொளியை🎥 பார்த்து பகிரவும். 👆",Yes,patient interaction
UCuyl9HIbX_fYTuJbLEz1KQw,RO3y5HIgbXw,Anti fogging Glasses with Face Shield,2021-05-29T07:08:48Z,532,10,0,Anti fogging Glasses with Face Shield,No,new technology review
UCuyl9HIbX_fYTuJbLEz1KQw,XS4t-vh_YCg,Timeline of COVID- 19 in tamil,2021-05-26T10:56:37Z,242,2,0,"COVID -19 🦠நோயை பற்றிய புரிதலை இந்த ஒலிப்பதிவில் 🔊நீங்கள் கேட்டு அறிந்து கொள்ளலாம்.

COVID -19 🦠 நோய் தொற்று எவ்வாறு உடலில் பாதிப்பினை உண்டாக்குகிறது, அதன் விளைவுகளால் வரும் நோய் அறிகுறிகள் என்ன?🌡🗣 எந்தெந்த காலகட்டத்தில்⏱️⌛எந்த அறிகுறிகள் தென்படலாம். அவற்றை எவ்வாறு வைத்தியம்💉💊🩺 செய்ய வேண்டும் என்று கேட்டு அறிந்து கொள்ளுங்கள்.                                                                          Antibiotic மற்றும் Steriod மருந்துகளை எப்பொழுது உட்கொள்ள வேண்டும். அதன் விளைவுகள் என்னென்ன?                                                                                  Oxygen தேவை மற்றும் செயற்கை சுவாசம் எப்பொழுதெல்லாம் தேவைப்படும் என்பதை இதில் கேட்டு விழிப்புணர்வுடன் இருந்து இந்த நோயினை எதிர்த்து போராடுவோம்.👆🏻",No,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,bou5jnxiG68,Rhino orbito cerebral mucormycosis and Eye - Dr.  Priya,2021-05-23T07:15:30Z,1078,33,4,,No,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,ui5oa6MbZQE,Controlled Anterior Chamber Decompression,2021-05-22T05:13:07Z,1141,24,0,Controlled Anterior Chamber Decompression,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,c5xmnrTLRf4,Zoom recording for Virtual Session,2021-05-17T05:22:06Z,489,14,0,Virtual symposia and conference has become a new normal. It is always good to record 🎧📹your presentation and share with the organisers or even share during the live session to avoid technical glitches and also overshooting the time limit. Please see this video tutorial to use your Zoom to record your talk.☝️,Yes,conference highlight
UCuyl9HIbX_fYTuJbLEz1KQw,tuHbbpMhE_Y,ब्लैक फंगस या म्‍यूकोरमाइकोसिस,2021-05-15T09:34:16Z,258,5,0,"COVID 19 🦠महामारी में बढ़ रहे ब्लैक फंगस🍄 या म्‍यूकोरमाइकोसिस की बीमारी से सावधान रहे। ज़्यादातर यह बीमारी उन लोगो मे देखी जा रही है जिनका अनियंत्रित मधुमेह हो, अस्पताल में भर्ती 🏥मरीज़ जिनको ऑक्सीजन दिया गया हो, स्‍टेराॅयड💉 या इम्‍यूनिटी कम करने की दवा दी जा रही हो । लेकिन आजकल यह बीमारी घर🏠 पर क्वारंटाइन हुए मरीज़ो में भी बड़ती जा रही हैं। इस वीडियो के ज़रिए हम सभी को इस खतरनाक बीमारी के प्रति जागरूक कराना चाहते है। 👆🏻                                        घर पर रहिए और सुरक्षित रहिए।",No,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,Wkbxgsf8psQ,Not to dissect till the limbus,2021-05-15T03:04:38Z,1493,32,0,Not to dissect till the limbus,No,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,9QzraOiwdo8,கருப்பு பூஞ்சை நோய் தொற்று,2021-05-13T03:00:55Z,3062,32,1,"மியூகார் மைகோஸிஸ்🍄 எனப்படும் கருப்பு பூஞ்சை நோய் இப்பொழுது கொரோனா நோய்🦠 வாய்பட்டவர்கள்/நோயில் இருந்து மீண்டவர்கள்  இடையே வேகமாக பரவி வருகிறது. 

சர்க்கரை அளவு கட்டுப்பாட்டில் இல்லாதவர்கள், மருத்துவமனை🏥/ICU-வில் ஆக்சிஜன் சிகிச்சை பெற்றவர்கள், ஸ்டீராய்ட்ஸ்💉 மற்றும் எதிர்ப்பு சக்தி குறைக்கின்ற சிகிச்சை பெறுபவர்களிடையே அதிகமாக கருப்பு பூஞ்சை நோய் காணப்பட்டாலும், தற்போது வீட்டில்🏡 இருந்து சிகிச்சை எடுத்துக் கொண்ட கொரோனா நோயாளிகளிடமும் அதிகரித்து வருகிறது் 

இதைப் பற்றிய விழிப்புணர்விற்கு இந்த வீடியோவை பார்த்து பகிரவும்.",Yes,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,mpF-pyyTn3M,Beware of Black Fungus,2021-05-13T02:45:43Z,452,6,0,"Awareness Regarding Mucormycosis/ Black Fungus Infection

Mucormycosis also known as Black Fungus usually affects people with chronic illness and low immunity. Recently, we are seeing more number of Black Fungus in patients who have recovered from COVID -19.

Who are at risk?

 Managed in ICU/ ventilator for treatment of COVID 19
 Uncontrolled Diabetes Mellitus
 Covered with steroids for COVID -19
 Oxygen support for prolonged duration
 Receiving immunosuppressants for other illness

How dangerous is the infection?

 If left untreated, it can spread through the nose into the brain and can lead to life threatening complications.

 What should you do?

 If you develop any of the above symptoms, immediately seek medical care.
 All patients recovered from COVID -19 must monitor the sugar level everyday and are advised to have good control.
 If blood sugars are uncontrolled, seek medical care immediately.
 People who are using oxygen at home, should ensure sterile water is used for oxygen hydration.
 Avoid self medications and over use of steroids.",No,disease pathology
UCuyl9HIbX_fYTuJbLEz1KQw,umJc5-nkZZA,Dented Cystitome for The Perfect Capsulorrhexis,2021-05-08T09:12:53Z,9985,154,2,Dented Cystitome for The Perfect Capsulorrhexis,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,UP0Qt7qELCA,Mitomycin Swab - Better to have a Fixed Number,2021-05-01T03:33:05Z,857,13,2,Mitomycin Swab - Better to have a Fixed Number,Yes,surgical tutorial
UCuyl9HIbX_fYTuJbLEz1KQw,B8kMyazCWwU,Triangular Scleral Flap,2021-04-24T04:21:53Z,1005,29,0,Triangular Scleral Flap,Yes,surgical tutorial
